texto,categoria,metadados_json
Diagnóstico CID-10 código C97: Neoplasias malignas de localizações múltiplas independentes (primárias).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C97""}"
Diagnóstico CID-10 código D043: Carcinoma in situ da pele de outras partes e de partes não especificadas da face.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D043""}"
Diagnóstico CID-10 código D044: Carcinoma in situ da pele do couro cabeludo e do pescoço.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D044""}"
Diagnóstico CID-10 código D048: Carcinoma in situ da pele de outras localizações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D048""}"
Diagnóstico CID-10 código D051: Carcinoma intraductal in situ.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D051""}"
"Diagnóstico CID-10 código D059: Carcinoma in situ da mama, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D059""}"
Diagnóstico CID-10 código D060: Carcinoma in situ do endocérvix.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D060""}"
Diagnóstico CID-10 código D061: Carcinoma in situ do exocérvix.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D061""}"
Diagnóstico CID-10 código D067: Carcinoma in situ de outras partes do colo do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D067""}"
"Diagnóstico CID-10 código D069: Carcinoma in situ do colo do útero, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D069""}"
Diagnóstico CID-10 código D093: Carcinoma in situ da tireóide e de outras glândulas endócrinas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D093""}"
Diagnóstico CID-10 código D110: Neoplasia benigna da glândula parótida.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D110""}"
"Diagnóstico CID-10 código D119: Neoplasia benigna da glândula salivar maior, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D119""}"
Diagnóstico CID-10 código D141: Neoplasia benigna da laringe.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D141""}"
Diagnóstico CID-10 código D142: Neoplasia benigna da traquéia.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D142""}"
Diagnóstico CID-10 código D162: Neoplasia benigna dos ossos longos dos membros inferiores.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D162""}"
"Diagnóstico CID-10 código D170: Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça, face e pescoço.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D170""}"
Diagnóstico CID-10 código D171: Neoplasia lipomatosa benigna da pele e tecido subcutâneo do tronco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D171""}"
Diagnóstico CID-10 código D172: Neoplasia lipomatosa benigna da pele e tecido subcutâneo dos membros.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D172""}"
Diagnóstico CID-10 código D173: Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D173""}"
Diagnóstico CID-10 código D177: Neoplasia lipomatosa benigna de outras localizações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D177""}"
Diagnóstico CID-10 código D179: Neoplasia lipomatosa benigna de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D179""}"
Diagnóstico CID-10 código D180: Hemangioma de qualquer localização.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D180""}"
Diagnóstico CID-10 código D181: Linfangioma de qualquer localização.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D181""}"
"Diagnóstico CID-10 código D210: Neoplasia benigna do tecido conjuntivo e outros tecidos moles da cabeça, face e pescoço.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D210""}"
"Diagnóstico CID-10 código D211: Neoplasia benigna do tecido conjuntivo e outros tecidos moles dos membros superiores, incluindo ombro.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D211""}"
"Diagnóstico CID-10 código D219: Neoplasia benigna do tecido conjuntivo e outros tecidos moles, sem outra especificação.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D219""}"
Diagnóstico CID-10 código D220: Nevo melanocítico do lábio.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D220""}"
Diagnóstico CID-10 código D223: Nevo melanocítico de outras partes e de partes não especificadas da face.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D223""}"
Diagnóstico CID-10 código D225: Nevo melanocítico do tronco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D225""}"
"Diagnóstico CID-10 código D226: Nevo melanocítico dos membros superiores, incluindo ombro.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D226""}"
"Diagnóstico CID-10 código D227: Nevo melanocítico dos membros inferiores, incluindo quadril.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D227""}"
"Diagnóstico CID-10 código D229: Nevo melanocítico, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D229""}"
"Diagnóstico CID-10 código D231: Neoplasia benigna da pele da pálpebra, incluindo o canto.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D231""}"
Diagnóstico CID-10 código D233: Neoplasia benigna da pele de outras partes e de partes não especificadas da face.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D233""}"
Diagnóstico CID-10 código D234: Neoplasia benigna da pele do couro cabeludo e do pescoço.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D234""}"
Diagnóstico CID-10 código D235: Neoplasia benigna da pele do tronco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D235""}"
"Diagnóstico CID-10 código D239: Neoplasia benigna da pele, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D239""}"
Diagnóstico CID-10 código D24: Neoplasia benigna da mama.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D24""}"
Diagnóstico CID-10 código D250: Leiomioma submucoso do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D250""}"
Diagnóstico CID-10 código D251: Leiomioma intramural do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D251""}"
Diagnóstico CID-10 código D252: Leiomioma subseroso do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D252""}"
"Diagnóstico CID-10 código D259: Leiomioma do útero, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D259""}"
Diagnóstico CID-10 código D267: Neoplasia benigna de outras partes do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D267""}"
Diagnóstico CID-10 código D27: Neoplasia benigna do ovário.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D27""}"
Diagnóstico CID-10 código D320: Neoplasia benigna das meninges cerebrais.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D320""}"
"Diagnóstico CID-10 código D329: Neoplasia benigna das meninges, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D329""}"
Diagnóstico CID-10 código D337: Neoplasia benigna de outras partes especificadas do sistema nervoso central.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D337""}"
Diagnóstico CID-10 código D34: Neoplasia benigna da glândula tireóide.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D34""}"
Diagnóstico CID-10 código D352: Neoplasia benigna da glândula hipófise (pituitária).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D352""}"
Diagnóstico CID-10 código D369: Neoplasia benigna de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D369""}"
"Diagnóstico CID-10 código D370: Neoplasia de comportamento incerto ou desconhecido do lábio, cavidade oral e faringe.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D370""}"
Diagnóstico CID-10 código D374: Neoplasia de comportamento incerto ou desconhecido dos cólons.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D374""}"
Diagnóstico CID-10 código D380: Neoplasia de comportamento incerto ou desconhecido da laringe.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D380""}"
"Diagnóstico CID-10 código D381: Neoplasia de comportamento incerto ou desconhecido da traquéia, brônquios e pulmão.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D381""}"
Diagnóstico CID-10 código D390: Neoplasia de comportamento incerto ou desconhecido do útero.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D390""}"
Diagnóstico CID-10 código D391: Neoplasia de comportamento incerto ou desconhecido do ovário.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D391""}"
Diagnóstico CID-10 código D400: Neoplasia de comportamento incerto ou desconhecido da próstata.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D400""}"
Diagnóstico CID-10 código D410: Neoplasia de comportamento incerto ou desconhecido do rim.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D410""}"
Diagnóstico CID-10 código D411: Neoplasia de comportamento incerto ou desconhecido da pelve renal.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D411""}"
Diagnóstico CID-10 código D414: Neoplasia de comportamento incerto ou desconhecido da bexiga.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D414""}"
"Diagnóstico CID-10 código D430: Neoplasia de comportamento incerto ou desconhecido do encéfalo, supratentorial.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D430""}"
"Diagnóstico CID-10 código D431: Neoplasia de comportamento incerto ou desconhecido do encéfalo, infratentorial.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D431""}"
"Diagnóstico CID-10 código D432: Neoplasia de comportamento incerto ou desconhecido do encéfalo, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D432""}"
Diagnóstico CID-10 código D437: Neoplasia de comportamento incerto ou desconhecido de outras partes do sistema nervoso central.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D437""}"
"Diagnóstico CID-10 código D439: Neoplasia de comportamento incerto ou desconhecido do sistema nervoso central, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D439""}"
Diagnóstico CID-10 código D440: Neoplasia de comportamento incerto ou desconhecido da glândula tireóide.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D440""}"
Diagnóstico CID-10 código D443: Neoplasia de comportamento incerto ou desconhecido da glândula hipófise (pituitária).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D443""}"
"Diagnóstico CID-10 código D464: Anemia refratária, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D464""}"
Diagnóstico CID-10 código D467: Outras síndromes mielodisplásicas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D467""}"
"Diagnóstico CID-10 código D469: Síndrome mielodisplásica, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D469""}"
"Diagnóstico CID-10 código D479: Neoplasia de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D479""}"
Diagnóstico CID-10 código D480: Neoplasia de comportamento incerto ou desconhecido dos ossos e cartilagens articulares.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D480""}"
Diagnóstico CID-10 código D481: Neoplasia de comportamento incerto ou desconhecido do tecido conjuntivo e outros tecidos moles.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D481""}"
Diagnóstico CID-10 código D485: Neoplasia de comportamento incerto ou desconhecido da pele.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D485""}"
Diagnóstico CID-10 código D486: Neoplasia de comportamento incerto ou desconhecido da mama.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D486""}"
Diagnóstico CID-10 código D487: Neoplasia de comportamento incerto ou desconhecido de outras localizações especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D487""}"
Diagnóstico CID-10 código D489: Neoplasia de comportamento incerto ou desconhecido sem outra especificação.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D489""}"
Diagnóstico CID-10 código D500: Anemia por deficiência de ferro secundária à perda de sangue (crônica).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D500""}"
Diagnóstico CID-10 código D508: Outras anemias por deficiência de ferro.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D508""}"
Diagnóstico CID-10 código D509: Anemia por deficiência de ferro não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D509""}"
Diagnóstico CID-10 código D518: Outras anemias por deficiência de vitamina B12.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D518""}"
Diagnóstico CID-10 código D530: Anemia por deficiência de proteínas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D530""}"
Diagnóstico CID-10 código D538: Outras anemias nutricionais especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D538""}"
Diagnóstico CID-10 código D539: Anemia nutricional não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D539""}"
Diagnóstico CID-10 código D570: Anemia falciforme com crise.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D570""}"
Diagnóstico CID-10 código D571: Anemia falciforme sem crise.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D571""}"
Diagnóstico CID-10 código D572: Transtornos falciformes heterozigóticos duplos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D572""}"
Diagnóstico CID-10 código D600: Aplasia pura adquirida crônica da série vermelha.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D600""}"
Diagnóstico CID-10 código D613: Anemia aplástica idiopática.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D613""}"
Diagnóstico CID-10 código D619: Anemia aplástica não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D619""}"
Diagnóstico CID-10 código D62: Anemia aguda pós-hemorrágica.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D62""}"
Diagnóstico CID-10 código D630: Anemia em neoplasias.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D630""}"
Diagnóstico CID-10 código D644: Anemia diseritropoética congênita.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D644""}"
Diagnóstico CID-10 código D648: Outras anemias especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D648""}"
Diagnóstico CID-10 código D649: Anemia não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D649""}"
Diagnóstico CID-10 código D66: Deficiência hereditária do fator VIII.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D66""}"
Diagnóstico CID-10 código D689: Defeito de coagulação não especificado.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D689""}"
Diagnóstico CID-10 código D691: Defeitos qualitativos das plaquetas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D691""}"
Diagnóstico CID-10 código D693: Púrpura trombocitopênica idiopática.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D693""}"
Diagnóstico CID-10 código D696: Trombocitopenia não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D696""}"
Diagnóstico CID-10 código D70: Agranulocitose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D70""}"
Diagnóstico CID-10 código D729: Transtornos não especificados dos glóbulos brancos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D729""}"
Diagnóstico CID-10 código D758: Outras doenças especificadas do sangue e dos órgãos hematopoéticos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D758""}"
Diagnóstico CID-10 código D759: Doença não especificada do sangue e dos órgãos hematopoéticos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D759""}"
Diagnóstico CID-10 código D77: Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D77""}"
Diagnóstico CID-10 código D800: Hipogamaglobulinemia hereditária.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D800""}"
Diagnóstico CID-10 código D801: Hipogamaglobulinemia não familiar.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D801""}"
Diagnóstico CID-10 código D803: Deficiência seletiva de subclasses de imunoglobulina G [IgG].,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D803""}"
Diagnóstico CID-10 código D809: Imunodeficiência não especificada com predominância de defeitos de anticorpos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D809""}"
Diagnóstico CID-10 código D819: Deficiências imunitárias combinadas não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D819""}"
Diagnóstico CID-10 código D830: Imunodeficiência comum variável com predominância de anormalidades do número e da função das células B.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D830""}"
Diagnóstico CID-10 código D831: Imunodeficiência comum variável com predominância de transtornos imunorregulatórios de células T.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D831""}"
Diagnóstico CID-10 código D838: Outras imunodeficiências comuns variáveis.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D838""}"
Diagnóstico CID-10 código D839: Imunodeficiência comum variável não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D839""}"
Diagnóstico CID-10 código D849: Imunodeficiência não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""D849""}"
Diagnóstico CID-10 código E039: Hipotireoidismo não especificado.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E039""}"
Diagnóstico CID-10 código E041: Bócio não-tóxico uninodular.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E041""}"
Diagnóstico CID-10 código E042: Bócio não-tóxico multinodular.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E042""}"
Diagnóstico CID-10 código E048: Outro bócio não-tóxico especificado.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E048""}"
Diagnóstico CID-10 código E065: Outras tireoidites crônicas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E065""}"
Diagnóstico CID-10 código E079: Transtorno não especificado da tireóide.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E079""}"
Diagnóstico CID-10 código E100: Diabetes mellitus insulino-dependente - com coma.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E100""}"
Diagnóstico CID-10 código E101: Diabetes mellitus insulino-dependente - com cetoacidose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E101""}"
Diagnóstico CID-10 código E105: Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E105""}"
Diagnóstico CID-10 código E106: Diabetes mellitus insulino-dependente - com outras complicações especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E106""}"
Diagnóstico CID-10 código E107: Diabetes mellitus insulino-dependente - com complicações múltiplas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E107""}"
Diagnóstico CID-10 código E108: Diabetes mellitus insulino-dependente - com complicações não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E108""}"
Diagnóstico CID-10 código E109: Diabetes mellitus insulino-dependente - sem complicações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E109""}"
Diagnóstico CID-10 código E111: Diabetes mellitus não-insulino-dependente - com cetoacidose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E111""}"
Diagnóstico CID-10 código E115: Diabetes mellitus não-insulino-dependente - com complicações circulatórias periféricas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E115""}"
Diagnóstico CID-10 código E116: Diabetes mellitus não-insulino-dependente - com outras complicações especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E116""}"
Diagnóstico CID-10 código E118: Diabetes mellitus não-insulino-dependente - com complicações não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E118""}"
Diagnóstico CID-10 código E119: Diabetes mellitus não-insulino-dependente - sem complicações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E119""}"
Diagnóstico CID-10 código E131: Outros tipos especificados de diabetes mellitus - com cetoacidose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E131""}"
Diagnóstico CID-10 código E135: Outros tipos especificados de diabetes mellitus - com complicações circulatórias periféricas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E135""}"
Diagnóstico CID-10 código E138: Outros tipos especificados de diabetes mellitus - com complicações não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E138""}"
Diagnóstico CID-10 código E139: Outros tipos especificados de diabetes mellitus - sem complicações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E139""}"
Diagnóstico CID-10 código E141: Diabetes mellitus não especificado - com cetoacidose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E141""}"
Diagnóstico CID-10 código E145: Diabetes mellitus não especificado - com complicações circulatórias periféricas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E145""}"
Diagnóstico CID-10 código E146: Diabetes mellitus não especificado - com outras complicações especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E146""}"
Diagnóstico CID-10 código E147: Diabetes mellitus não especificado - com complicações múltiplas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E147""}"
Diagnóstico CID-10 código E148: Diabetes mellitus não especificado - com complicações não especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E148""}"
Diagnóstico CID-10 código E149: Diabetes mellitus não especificado - sem complicações.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E149""}"
Diagnóstico CID-10 código E210: Hiperparatireoidismo primário.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E210""}"
Diagnóstico CID-10 código E211: Hiperparatireoidismo secundário não classificado em outra parte.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E211""}"
Diagnóstico CID-10 código E240: Síndrome de Cushing dependente da hipófise.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E240""}"
Diagnóstico CID-10 código E260: Hiperaldosteronismo primário.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E260""}"
Diagnóstico CID-10 código E43: Desnutrição protéico-calórica grave não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E43""}"
Diagnóstico CID-10 código E440: Desnutrição protéico-calórica moderada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E440""}"
Diagnóstico CID-10 código E441: Desnutrição protéico-calórica leve.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E441""}"
Diagnóstico CID-10 código E46: Desnutrição protéico-calórica não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E46""}"
Diagnóstico CID-10 código E65: Adiposidade localizada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E65""}"
Diagnóstico CID-10 código E660: Obesidade devida a excesso de calorias.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E660""}"
Diagnóstico CID-10 código E668: Outra obesidade.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E668""}"
Diagnóstico CID-10 código E669: Obesidade não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E669""}"
Diagnóstico CID-10 código E700: Fenilcetonúria clássica.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""E700""}"
